name,app,loan,create_date,real_target,score,real_default
APP-0008905316,a684u00000EhZF4AAN,LAI-01465585,11/16/2020,0,0.072489209,0
APP-0008906259,a684u00000EhaDhAAJ,LAI-01465606,11/16/2020,0,0.089862815,1
APP-0008906465,a684u00000EhaQWAAZ,LAI-01465812,11/16/2020,0,0.070914588,0
APP-0008796256,a684u00000E8CBSAA3,LAI-01440803,11/2/2020,0,0.062689205,0
APP-0008796769,a684u00000E8CilAAF,LAI-01444480,11/2/2020,0,0.066004711,0
APP-0008798409,a684u00000E8EV5AAN,LAI-01445505,11/2/2020,0,0.149688388,0
APP-0008797916,a684u00000E8DxhAAF,LAI-01441791,11/2/2020,0,0.110970072,1
APP-0008796673,a684u00000E8Cc9AAF,LAI-01445755,11/2/2020,0,0.117620476,0
APP-0008796568,a684u00000E8CVSAA3,LAI-01441214,11/2/2020,0,0.271345371,0
APP-0008797234,a684u00000E8DDKAA3,LAI-01441235,11/2/2020,0,0.115238221,0
APP-0008797567,a684u00000E8DaTAAV,LAI-01442611,11/2/2020,0,0.094615959,0
APP-0008836047,a684u00000E8s9EAAR,LAI-01460421,11/8/2020,0,0.164826206,1
APP-0008908769,a684u00000EhcmPAAR,LAI-01472068,11/17/2020,0,0.050956638,0
APP-0008909763,a684u00000EhdjMAAR,LAI-01467445,11/17/2020,1,0.097610721,1
APP-0008908302,a684u00000EhcJSAAZ,LAI-01466150,11/17/2020,0,0.084531334,0
APP-0008910634,a684u00000EhefGAAR,LAI-01466741,11/17/2020,0,0.11573617,0
APP-0008908527,a684u00000EhcX5AAJ,LAI-01466231,11/17/2020,0,0.05835744,0
APP-0008908873,a684u00000EhcfQAAR,LAI-01475533,11/17/2020,0,0.128207536,0
APP-0008910898,a684u00000EheuCAAR,LAI-01466748,11/17/2020,1,0.13097882,1
APP-0008911206,a684u00000EhfJVAAZ,LAI-01466702,11/17/2020,0,0.082462556,0
APP-0008911091,a684u00000EhfBbAAJ,LAI-01469601,11/17/2020,0,0.141057757,1
APP-0008911678,a684u00000EhffcAAB,LAI-01466848,11/17/2020,0,0.059187896,0
APP-0008908086,a684u00000Ehc5uAAB,LAI-01468111,11/17/2020,0,0.075491847,0
APP-0008909097,a684u00000Ehd4eAAB,LAI-01467483,11/17/2020,0,0.052882695,0
APP-0008909932,a684u00000EhdtqAAB,LAI-01468308,11/17/2020,0,0.134287084,0
APP-0008911609,a684u00000EhfkWAAR,LAI-01466865,11/17/2020,0,0.051688643,0
APP-0008908007,a684u00000Ehc0VAAR,LAI-01471255,11/16/2020,0,0.11923188,0
APP-0008910461,a684u00000EheRoAAJ,LAI-01471181,11/17/2020,0,0.101274713,0
APP-0008911232,a684u00000EhfEMAAZ,LAI-01466652,11/17/2020,0,0.068600477,1
APP-0008908159,a684u00000EhcAGAAZ,LAI-01466276,11/17/2020,0,0.069412397,0
APP-0008908373,a684u00000EhcNZAAZ,LAI-01466336,11/17/2020,0,0.057865747,0
APP-0008909053,a684u00000Ehd2cAAB,LAI-01468429,11/17/2020,0,0.05502973,0
APP-0008909320,a684u00000EhdIzAAJ,LAI-01474436,11/17/2020,0,0.112270271,0
APP-0008912307,a684u00000EhgPBAAZ,LAI-01467049,11/17/2020,0,0.11226992,0
APP-0008912345,a684u00000EhgY2AAJ,LAI-01467744,11/17/2020,0,0.175463783,0
APP-0008912560,a684u00000EhgmJAAR,LAI-01467317,11/17/2020,0,0.052653182,0
APP-0008911618,a684u00000EhflFAAR,LAI-01466805,11/17/2020,0,0.12777897,0
APP-0008911786,a684u00000EhfwrAAB,LAI-01478579,11/17/2020,0,0.145392953,0
APP-0008911794,a684u00000EhfxQAAR,LAI-01469551,11/17/2020,0,0.567122097,0
APP-0008912161,a684u00000EhgLhAAJ,LAI-01466926,11/17/2020,0,0.11507372,0
APP-0008911908,a684u00000Ehg4qAAB,LAI-01467320,11/17/2020,0,0.059826434,0
APP-0008912176,a684u00000EhgE3AAJ,LAI-01467051,11/17/2020,0,0.052720908,0
APP-0008911945,a684u00000Ehg7QAAR,LAI-01467277,11/17/2020,0,0.18992322,0
APP-0009223462,a684u00000FOXByAAP,LAI-01538256,12/24/2020,0,0.172198651,0
APP-0008992293,a684u00000Ej0ISAAZ,LAI-01485109,11/28/2020,0,0.094839795,0
APP-0009196471,a684u00000FO4gdAAD,LAI-01531019,12/20/2020,0,0.043513451,0
APP-0009369621,a684u00000G2r7hAAB,LAI-01571073,1/21/2021,0,0.028916317,0
APP-0009335540,a684u00000FQUtwAAH,LAI-01562561,1/15/2021,0,0.079309218,0
APP-0009336144,a684u00000FQVYbAAP,LAI-01562668,1/15/2021,0,0.097674967,0
APP-0009336437,a684u00000FQVwXAAX,LAI-01563027,1/15/2021,0,0.157216562,1
APP-0009336191,a684u00000FQVeTAAX,LAI-01565340,1/15/2021,0,0.086875695,0
APP-0009335214,a684u00000FQUWJAA5,LAI-01562594,1/15/2021,0,0.190261551,1
APP-0009335413,a684u00000FQUkpAAH,LAI-01562510,1/15/2021,0,0.190479477,1
APP-0009335933,a684u00000FQVLRAA5,LAI-01562701,1/15/2021,0,0.045677702,0
APP-0009335818,a684u00000FQVCzAAP,LAI-01562598,1/15/2021,0,0.087105467,1
APP-0009336083,a684u00000FQVWjAAP,LAI-01562637,1/15/2021,0,0.047741811,0
APP-0009338407,a684u00000FQXouAAH,LAI-01564114,1/15/2021,0,0.11887048,0
APP-0009339037,a684u00000FQYTnAAP,LAI-01564151,1/15/2021,0,0.083061445,1
APP-0008934496,a684u00000Ei3MjAAJ,LAI-01476360,11/20/2020,0,0.047062734,0
APP-0008934038,a684u00000Ei3NWAAZ,LAI-01472149,11/20/2020,0,0.107719387,0
APP-0009063187,a684u00000Ek9doAAB,LAI-01502575,12/6/2020,0,0.08948063,0
APP-0009270261,a684u00000FPLPCAA5,LAI-01554005,1/4/2021,0,0.410505111,0
APP-0009270093,a684u00000FPLDfAAP,LAI-01547579,1/4/2021,0,0.105453511,0
APP-0009137167,a684u00000FN6PmAAL,LAI-01517731,12/14/2020,0,0.04845781,0
APP-0009209126,a684u00000FOHNjAAP,LAI-01536350,12/22/2020,0,0.105882511,0
APP-0009209309,a684u00000FOHaiAAH,LAI-01534688,12/22/2020,1,0.195423559,1
APP-0009210330,a684u00000FOIfZAAX,LAI-01535389,12/22/2020,0,0.045419069,0
APP-0009209825,a684u00000FOI7NAAX,LAI-01536234,12/22/2020,1,0.134628039,1
APP-0009210074,a684u00000FOINpAAP,LAI-01535404,12/22/2020,0,0.241470488,1
APP-0009210144,a684u00000FOISpAAP,LAI-01534935,12/22/2020,0,0.201986632,0
APP-0009249347,a684u00000FOyY1AAL,LAI-01543837,12/29/2020,0,0.090989969,0
APP-0009249180,a684u00000FOyMeAAL,LAI-01543819,12/29/2020,0,0.198976701,0
APP-0009249535,a684u00000FOylPAAT,LAI-01544101,12/29/2020,0,0.134884992,0
APP-0009035885,a684u00000EjhyFAAR,LAI-01499170,12/3/2020,0,0.142571654,0
APP-0009036730,a684u00000EjioqAAB,LAI-01495650,12/3/2020,0,0.08705304,0
APP-0009035935,a684u00000Eji1dAAB,LAI-01499151,12/3/2020,0,0.122004548,0
APP-0009036605,a684u00000Ejil7AAB,LAI-01496189,12/3/2020,0,0.150036294,0
APP-0009035746,a684u00000EjhpIAAR,LAI-01495669,12/3/2020,0,0.150075258,1
APP-0009036391,a684u00000EjiVsAAJ,LAI-01495954,12/3/2020,0,0.087562102,0
APP-0009036219,a684u00000EjiK1AAJ,LAI-01499903,12/3/2020,0,0.118174456,0
APP-0008827969,a684u00000E8jrcAAB,LAI-01452960,11/6/2020,1,0.138242252,1
APP-0008827150,a684u00000E8j4FAAR,LAI-01448877,11/6/2020,1,0.148396782,0
APP-0008827669,a684u00000E8ja6AAB,LAI-01449485,11/6/2020,0,0.094178747,0
APP-0008828462,a684u00000E8kQCAAZ,LAI-01449606,11/6/2020,0,0.089085954,0
APP-0008828025,a684u00000E8jx0AAB,LAI-01449816,11/6/2020,0,0.216504073,0
APP-0008827764,a684u00000E8jg4AAB,LAI-01449296,11/6/2020,0,0.414003787,0
APP-0008828098,a684u00000E8jyxAAB,LAI-01449834,11/6/2020,0,0.114425467,0
APP-0008828271,a684u00000E8kDSAAZ,LAI-01457572,11/6/2020,0,0.124596227,1
APP-0008827424,a684u00000E8jLBAAZ,LAI-01449917,11/6/2020,0,0.12284448,0
APP-0008827867,a684u00000E8jmMAAR,LAI-01450956,11/6/2020,0,0.084097816,0
APP-0009109996,a684u00000FMg1jAAD,LAI-01512426,12/11/2020,0,0.117292627,0
APP-0009110120,a684u00000FMg8zAAD,LAI-01512491,12/11/2020,0,0.077546897,0
APP-0009046749,a684u00000EjtVUAAZ,LAI-01498285,12/4/2020,1,0.513346591,1
APP-0009048450,a684u00000Ejv50AAB,LAI-01499250,12/4/2020,0,0.165573976,1
APP-0009047747,a684u00000EjuU3AAJ,LAI-01498647,12/4/2020,0,0.046088032,0
APP-0009110127,a684u00000FMg9YAAT,LAI-01515024,12/11/2020,0,0.253202842,0
APP-0009110153,a684u00000FMgBFAA1,LAI-01515397,12/11/2020,0,0.072331277,0
APP-0009027861,a684u00000EjZyMAAV,LAI-01493926,12/2/2020,0,0.102618901,0
APP-0008830879,a684u00000E8mxSAAR,LAI-01459031,11/7/2020,0,0.140554745,0
APP-0008831252,a684u00000E8nM3AAJ,LAI-01451986,11/7/2020,0,0.102140225,0
APP-0008830242,a684u00000E8mKBAAZ,LAI-01450215,11/7/2020,0,0.120371576,0
APP-0008828954,a684u00000E8kx3AAB,LAI-01450226,11/6/2020,0,0.164542464,0
APP-0008829402,a684u00000E8lQwAAJ,LAI-01450355,11/6/2020,0,0.131265633,0
APP-0008830634,a684u00000E8mj1AAB,LAI-01450361,11/7/2020,1,0.151102977,1
APP-0008831945,a684u00000E8o6uAAB,LAI-01450567,11/7/2020,1,0.553461479,1
APP-0008831961,a684u00000E8o82AAB,LAI-01450664,11/7/2020,0,0.118973269,0
APP-0008831211,a684u00000E8nJ4AAJ,LAI-01452069,11/7/2020,0,0.073763664,0
APP-0008829350,a684u00000E8lNdAAJ,LAI-01450000,11/6/2020,0,0.097823898,0
APP-0008831341,a684u00000E8nRwAAJ,LAI-01451086,11/7/2020,1,0.446211295,1
APP-0008832194,a684u00000E8oDmAAJ,LAI-01453959,11/7/2020,0,0.086496847,1
APP-0008832072,a684u00000E8o2yAAB,LAI-01459119,11/7/2020,0,0.14037761,0
APP-0008832508,a684u00000E8oeNAAR,LAI-01450408,11/7/2020,0,0.032601907,0
APP-0008829559,a684u00000E8lbVAAR,LAI-01450246,11/6/2020,0,0.133176257,0
APP-0008830811,a684u00000E8mtfAAB,LAI-01450376,11/7/2020,0,0.074514255,0
APP-0008829787,a684u00000E8lquAAB,LAI-01451904,11/6/2020,0,0.066551016,0
APP-0008832897,a684u00000E8p2eAAB,LAI-01451640,11/7/2020,0,0.063246408,0
APP-0009234689,a684u00000FOjKUAA1,LAI-01540847,12/28/2020,0,0.112819916,0
APP-0009234322,a684u00000FOiz6AAD,LAI-01540045,12/27/2020,1,0.129423244,1
APP-0009191814,a684u00000FO03cAAD,LAI-01530173,12/19/2020,0,0.086243439,0
APP-0009179575,a684u00000FNnefAAD,LAI-01528260,12/18/2020,0,0.061825528,1
APP-0009179700,a684u00000FNni0AAD,LAI-01528671,12/18/2020,0,0.130350547,0
APP-0009240333,a684u00000FOpH1AAL,LAI-01552489,12/28/2020,0,0.276880354,0
APP-0009191816,a684u00000FO02LAAT,LAI-01530382,12/19/2020,0,0.134945137,0
APP-0009240126,a684u00000FOp3OAAT,LAI-01541109,12/28/2020,0,0.041546023,1
APP-0009191911,a684u00000FO0AJAA1,LAI-01530237,12/19/2020,0,0.117268183,0
APP-0009240159,a684u00000FOp5PAAT,LAI-01543222,12/28/2020,0,0.152745211,0
APP-0008833601,a684u00000E8plPAAR,LAI-01451158,11/7/2020,0,0.181612891,1
APP-0008834465,a684u00000E8qbMAAR,LAI-01459359,11/7/2020,0,0.082243322,0
APP-0008832931,a684u00000E8p4zAAB,LAI-01451489,11/7/2020,0,0.119755808,1
APP-0008833102,a684u00000E8pFOAAZ,LAI-01450766,11/7/2020,0,0.088273273,0
APP-0008834157,a684u00000E8q2bAAB,LAI-01467821,11/7/2020,0,0.060490694,0
APP-0008833894,a684u00000E8q4WAAR,LAI-01451118,11/7/2020,1,0.517094445,1
APP-0008833934,a684u00000E8q6rAAB,LAI-01451217,11/7/2020,0,0.05454853,0
APP-0008835047,a684u00000E8rBiAAJ,LAI-01453344,11/7/2020,1,0.144984703,1
APP-0008833822,a684u00000E8q05AAB,LAI-01451241,11/7/2020,0,0.052093968,0
APP-0008834601,a684u00000E8qlLAAR,LAI-01455433,11/7/2020,1,0.544318936,1
APP-0008982029,a684u00000EiqRJAAZ,LAI-01483883,11/26/2020,0,0.125042344,0
APP-0009080908,a684u00000EkR1oAAF,LAI-01508653,12/8/2020,1,0.088922638,1
APP-0009081186,a684u00000EkRMvAAN,LAI-01506138,12/8/2020,0,0.061585938,1
APP-0009081281,a684u00000EkRT8AAN,LAI-01506515,12/8/2020,0,0.168242211,1
APP-0009080237,a684u00000EkQIxAAN,LAI-01507128,12/8/2020,0,0.06493041,0
APP-0009079271,a684u00000EkPMZAA3,LAI-01515104,12/8/2020,0,0.112052482,0
APP-0009080396,a684u00000EkQU0AAN,LAI-01506319,12/8/2020,0,0.050577507,0
APP-0009081218,a684u00000EkRP1AAN,LAI-01519399,12/8/2020,0,0.204934435,0
APP-0009081293,a684u00000EkRTrAAN,LAI-01506542,12/8/2020,0,0.122119417,0
APP-0009080134,a684u00000EkQ6xAAF,LAI-01508292,12/8/2020,1,0.092784765,1
APP-0009081480,a684u00000EkRhFAAV,LAI-01506455,12/8/2020,0,0.108944394,0
APP-0009081709,a684u00000EkRwtAAF,LAI-01506632,12/8/2020,0,0.187671934,0
APP-0009081779,a684u00000EkS1UAAV,LAI-01506405,12/8/2020,0,0.088718016,0
APP-0009081526,a684u00000EkRkdAAF,LAI-01506224,12/8/2020,1,0.064860405,0
APP-0009081340,a684u00000EkRX5AAN,LAI-01506165,12/8/2020,0,0.118795287,0
APP-0009082050,a684u00000EkS9yAAF,LAI-01506513,12/8/2020,0,0.10129187,0
APP-0009081318,a684u00000EkRVdAAN,LAI-01507196,12/8/2020,0,0.134188961,0
APP-0009082044,a684u00000EkSKMAA3,LAI-01518386,12/8/2020,1,0.220168496,1
APP-0009235192,a684u00000FOjsfAAD,LAI-01541244,12/28/2020,0,0.139499722,0
APP-0008859350,a684u00000EgouxAAB,LAI-01461000,11/11/2020,0,0.103065294,1
APP-0008859763,a684u00000EgpJEAAZ,LAI-01457009,11/11/2020,0,0.171483531,0
APP-0008858346,a684u00000EgnwYAAR,LAI-01456717,11/11/2020,0,0.153332628,0
APP-0008858831,a684u00000EgoQEAAZ,LAI-01456153,11/11/2020,0,0.067482577,0
APP-0008858656,a684u00000EgoBBAAZ,LAI-01456126,11/11/2020,0,0.129608975,0
APP-0008859050,a684u00000Egod3AAB,LAI-01456358,11/11/2020,0,0.067907927,0
APP-0008878677,a684u00000Eh9H8AAJ,LAI-01459801,11/13/2020,0,0.079109509,0
APP-0009027577,a684u00000EjZe9AAF,LAI-01493482,12/2/2020,0,0.10517271,0
APP-0009069700,a684u00000EkAc6AAF,LAI-01504359,12/7/2020,0,0.090757101,0
APP-0009064168,a684u00000EkAbPAAV,LAI-01502445,12/6/2020,0,0.113585793,0
APP-0009145356,a684u00000FNEGnAAP,LAI-01525102,12/14/2020,1,0.102494278,1
APP-0009145133,a684u00000FNE2bAAH,LAI-01519607,12/14/2020,0,0.056730731,0
APP-0009145468,a684u00000FNENtAAP,LAI-01520248,12/14/2020,0,0.111590471,0
APP-0009187315,a684u00000FNvRoAAL,LAI-01535632,12/18/2020,0,0.043008754,1
APP-0009186545,a684u00000FNueXAAT,LAI-01529168,12/18/2020,0,0.128341068,0
APP-0009186896,a684u00000FNupWAAT,LAI-01530588,12/18/2020,0,0.391648085,0
APP-0009187150,a684u00000FNvHAAA1,LAI-01529162,12/18/2020,0,0.071043339,0
APP-0009187948,a684u00000FNw55AAD,LAI-01530363,12/19/2020,0,0.099758233,0
APP-0009187654,a684u00000FNvnGAAT,LAI-01533154,12/18/2020,1,0.186585254,1
APP-0008883755,a684u00000EhEBUAA3,LAI-01467935,11/13/2020,0,0.153894899,0
APP-0009109778,a684u00000FMfopAAD,LAI-01512447,12/11/2020,0,0.1265866,0
APP-0009131502,a684u00000FN0zjAAD,LAI-01517232,12/13/2020,1,0.095633859,1
APP-0009132574,a684u00000FN1mmAAD,LAI-01517088,12/13/2020,0,0.078503443,0
APP-0009130989,a684u00000FN0VGAA1,LAI-01516699,12/13/2020,0,0.097649578,0
APP-0009131928,a684u00000FN1SHAA1,LAI-01527491,12/13/2020,0,0.170886766,0
APP-0009130931,a684u00000FN0RXAA1,LAI-01519596,12/13/2020,0,0.079276508,0
APP-0009133371,a684u00000FN2sBAAT,LAI-01517256,12/13/2020,0,0.077461861,1
APP-0009133462,a684u00000FN2xLAAT,LAI-01517040,12/13/2020,0,0.093695004,0
APP-0009132644,a684u00000FN29zAAD,LAI-01520936,12/13/2020,0,0.103174506,0
APP-0009133636,a684u00000FN37LAAT,LAI-01517243,12/13/2020,0,0.123955212,0
APP-0009131213,a684u00000FN0bxAAD,LAI-01517196,12/13/2020,0,0.639280382,1
APP-0009132315,a684u00000FN1baAAD,LAI-01527207,12/13/2020,0,0.138433475,0
APP-0009132892,a684u00000FN2PYAA1,LAI-01518438,12/13/2020,0,0.189490689,0
APP-0009132386,a684u00000FN1uzAAD,LAI-01517253,12/13/2020,0,0.073073497,0
APP-0009132414,a684u00000FN1wqAAD,LAI-01517262,12/13/2020,0,0.150824972,0
APP-0009133273,a684u00000FN2mNAAT,LAI-01517229,12/13/2020,0,0.052628369,1
APP-0009188062,a684u00000FNwC1AAL,LAI-01530789,12/19/2020,0,0.150310163,0
APP-0009133826,a684u00000FN3InAAL,LAI-01518971,12/13/2020,0,0.086658482,0
APP-0008860330,a684u00000EgpvDAAR,LAI-01456259,11/11/2020,0,0.113703947,1
APP-0008860182,a684u00000Egpl8AAB,LAI-01456207,11/11/2020,0,0.047875251,0
APP-0008861847,a684u00000EgrdBAAR,LAI-01456545,11/11/2020,0,0.077726083,0
APP-0008862120,a684u00000Egrw3AAB,LAI-01458580,11/11/2020,0,0.062009188,0
APP-0008862165,a684u00000EgrzCAAR,LAI-01469602,11/11/2020,0,0.110797273,1
APP-0008863755,a684u00000EgtXyAAJ,LAI-01458681,11/11/2020,0,0.248475482,0
APP-0008860661,a684u00000EgqIvAAJ,LAI-01456323,11/11/2020,1,0.131700393,1
APP-0008860709,a684u00000EgqKJAAZ,LAI-01456218,11/11/2020,0,0.06301235,0
APP-0008861353,a684u00000Egr5sAAB,LAI-01456359,11/11/2020,0,0.112900702,0
APP-0008861493,a684u00000EgrFJAAZ,LAI-01467953,11/11/2020,0,0.081670176,0
APP-0008863452,a684u00000EgtEXAAZ,LAI-01464111,11/11/2020,0,0.076356031,0
APP-0008860448,a684u00000Egq3lAAB,LAI-01456258,11/11/2020,0,0.086886866,0
APP-0008860747,a684u00000EgqMZAAZ,LAI-01459569,11/11/2020,0,0.090514177,0
APP-0008902697,a684u00000EhWjyAAF,LAI-01468185,11/16/2020,0,0.132314537,0
APP-0008903184,a684u00000EhWxhAAF,LAI-01464981,11/16/2020,0,0.058013782,0
APP-0009211363,a684u00000FOJp6AAH,LAI-01536737,12/22/2020,0,0.089285891,1
APP-0009213395,a684u00000FOM35AAH,LAI-01535846,12/22/2020,0,0.124661418,0
APP-0008851141,a684u00000EggNcAAJ,LAI-01457843,11/10/2020,1,0.092592051,0
APP-0008826256,a684u00000E8i9tAAB,LAI-01449534,11/6/2020,0,0.187861605,0
APP-0009083063,a684u00000EkTLrAAN,LAI-01511683,12/8/2020,0,0.082910339,0
APP-0009082614,a684u00000EkSvrAAF,LAI-01509013,12/8/2020,0,0.104828533,0
APP-0009082738,a684u00000EkT4AAAV,LAI-01507259,12/8/2020,0,0.061316959,0
APP-0009083374,a684u00000EkTagAAF,LAI-01506995,12/8/2020,0,0.105647005,0
APP-0009082768,a684u00000EkT6LAAV,LAI-01507221,12/8/2020,0,0.126706758,0
APP-0009062301,a684u00000Ek8hQAAR,LAI-01505728,12/6/2020,0,0.122225239,0
APP-0009277616,a684u00000FPTIOAA5,LAI-01549963,1/5/2021,1,0.210394428,1
APP-0009277608,a684u00000FPTHpAAP,LAI-01550263,1/5/2021,0,0.072856392,0
APP-0009143081,a684u00000FNC2ZAAX,LAI-01519282,12/14/2020,0,0.171404699,0
APP-0009143073,a684u00000FNC1vAAH,LAI-01524486,12/14/2020,0,0.085176268,0
APP-0009390887,a684u00000G3ECaAAN,LAI-01576865,1/25/2021,0,0.044534783,0
APP-0009181851,a684u00000FNq7jAAD,LAI-01528008,12/18/2020,0,0.095363578,0
APP-0009181244,a684u00000FNpTKAA1,LAI-01528562,12/18/2020,0,0.086805709,0
APP-0009017429,a684u00000EjPBfAAN,LAI-01496893,12/1/2020,0,0.181203292,0
APP-0009018346,a684u00000EjQBfAAN,LAI-01491817,12/1/2020,0,0.183640856,0
APP-0009019672,a684u00000EjRUdAAN,LAI-01491345,12/1/2020,0,0.070181346,0
APP-0009018432,a684u00000EjQH4AAN,LAI-01492119,12/1/2020,0,0.098648163,1
APP-0009018813,a684u00000EjQdaAAF,LAI-01491908,12/1/2020,0,0.094252498,0
APP-0009017522,a684u00000EjPJYAA3,LAI-01493728,12/1/2020,0,0.122533017,0
APP-0009019579,a684u00000EjROkAAN,LAI-01491971,12/1/2020,0,0.050235791,0
APP-0009018870,a684u00000EjQhgAAF,LAI-01491164,12/1/2020,0,0.05282255,0
APP-0009019202,a684u00000EjQuNAAV,LAI-01491221,12/1/2020,0,0.080249013,0
APP-0009019592,a684u00000EjRPYAA3,LAI-01492612,12/1/2020,0,0.127587375,0
APP-0009018175,a684u00000EjPzUAAV,LAI-01491515,12/1/2020,0,0.272649832,0
APP-0009017180,a684u00000EjOxXAAV,LAI-01499325,12/1/2020,0,0.045963994,0
APP-0009019338,a684u00000EjR3JAAV,LAI-01497024,12/1/2020,0,0.060884026,0
APP-0009019466,a684u00000EjRHtAAN,LAI-01494785,12/1/2020,0,0.180968064,0
APP-0009019497,a684u00000EjRJkAAN,LAI-01491744,12/1/2020,0,0.083132852,0
APP-0009265840,a684u00000FPGTdAAP,LAI-01546914,1/3/2021,0,0.150356086,0
APP-0009266742,a684u00000FPHTFAA5,LAI-01556813,1/3/2021,0,0.067706479,0
APP-0009266779,a684u00000FPHVfAAP,LAI-01547589,1/3/2021,0,0.117649761,1
APP-0009020501,a684u00000EjSKyAAN,LAI-01492305,12/1/2020,0,0.118341134,1
APP-0009021224,a684u00000EjSTXAA3,LAI-01491976,12/1/2020,0,0.101763852,0
APP-0009266963,a684u00000FPHiAAAX,LAI-01549844,1/3/2021,0,0.129792934,0
APP-0009020760,a684u00000EjSbQAAV,LAI-01494316,12/1/2020,1,0.099116873,1
APP-0009267368,a684u00000FPI8mAAH,LAI-01547587,1/3/2021,0,0.185183753,1
APP-0009020141,a684u00000EjRyEAAV,LAI-01491498,12/1/2020,0,0.088594316,0
APP-0009020400,a684u00000EjSDxAAN,LAI-01492177,12/1/2020,0,0.063671845,0
APP-0009267254,a684u00000FPI1cAAH,LAI-01547128,1/3/2021,0,0.203407374,1
APP-0009265670,a684u00000FPGI6AAP,LAI-01546908,1/3/2021,0,0.121205329,0
APP-0009266350,a684u00000FPH0rAAH,LAI-01550428,1/3/2021,0,0.162119446,0
APP-0009265707,a684u00000FPGKRAA5,LAI-01547028,1/3/2021,0,0.159433008,0
APP-0009265877,a684u00000FPGW3AAP,LAI-01547385,1/3/2021,0,0.13952882,1
APP-0009266870,a684u00000FPHbiAAH,LAI-01551681,1/3/2021,0,0.136505314,0
APP-0009194998,a684u00000FO37xAAD,LAI-01532377,12/20/2020,0,0.146338434,0
APP-0009195067,a684u00000FO3DaAAL,LAI-01539881,12/20/2020,0,0.107979363,1
APP-0009195122,a684u00000FO3GoAAL,LAI-01531328,12/20/2020,0,0.068440556,0
APP-0009415576,a684u00000G3fhuAAB,LAI-01588165,1/30/2021,1,0.088769017,1
APP-0008943820,a684u00000EiDLGAA3,LAI-01474328,11/20/2020,0,0.093386203,0
APP-0008942841,a684u00000EiCIVAA3,LAI-01474049,11/20/2020,0,0.055223278,0
APP-0008942820,a684u00000EiCB1AAN,LAI-01473863,11/20/2020,0,0.084964399,0
APP-0008943272,a684u00000EiClwAAF,LAI-01480596,11/20/2020,0,0.144942293,0
APP-0009151166,a684u00000FNKAvAAP,LAI-01520933,12/15/2020,0,0.144750293,0
